from,to,link,year,month
59228,62333,1,2008,10
59230,59232,1,2008,10
59264,59266,1,2008,10
59280,59281,1,2008,10
59339,60134,1,2008,10
59930,59931,1,2008,10
59965,61448,1,2008,10
60072,60589,1,2008,10
60081,63626,1,2008,10
60083,60085,1,2008,10
60206,63157,1,2008,10
60244,62334,1,2008,10
60244,63145,1,2008,10
60288,62437,1,2008,10
60445,60446,1,2008,10
60445,60447,1,2008,10
60657,62934,1,2008,10
60703,60704,1,2008,10
60713,60714,1,2008,10
60725,60727,1,2008,10
60874,63456,1,2008,10
60982,62989,1,2008,10
61001,62044,1,2008,10
61019,61948,1,2008,10
61086,62684,1,2008,10
61170,63322,1,2008,10
61172,62888,1,2008,10
61283,62837,1,2008,10
61336,61338,1,2008,10
61347,61348,1,2008,10
61348,62209,1,2008,10
61363,63327,1,2008,10
61448,63482,1,2008,10
61590,62910,1,2008,10
61646,63152,1,2008,10
61647,61720,1,2008,10
61654,61655,1,2008,10
61657,63448,1,2008,10
61664,61665,1,2008,10
61664,61666,1,2008,10
61665,61666,1,2008,10
61678,62606,1,2008,10
61934,63453,1,2008,10
61934,63454,1,2008,10
61935,61936,1,2008,10
62055,62056,1,2008,10
62056,62092,1,2008,10
62129,62130,1,2008,10
62195,62196,1,2008,10
62199,62201,1,2008,10
62220,62221,1,2008,10
62238,62239,1,2008,10
62311,62312,1,2008,10
62320,62321,1,2008,10
62323,63075,1,2008,10
62334,63145,1,2008,10
62364,63244,1,2008,10
62472,62473,1,2008,10
62688,63514,1,2008,10
62706,62707,1,2008,10
62726,62852,1,2008,10
62881,62882,1,2008,10
62921,62922,1,2008,10
63030,63137,1,2008,10
63102,63370,1,2008,10
63130,63499,1,2008,10
63181,63501,1,2008,10
63194,63195,1,2008,10
63212,63213,1,2008,10
63302,63303,1,2008,10
63398,63399,1,2008,10
63489,63490,1,2008,10
1,24,1,2008,11
13,1008,1,2008,11
13,3208,1,2008,11
13,3802,1,2008,11
13,8210,1,2008,11
13,15002,1,2008,11
13,20729,1,2008,11
13,20732,1,2008,11
16,814,1,2008,11
17,2095,1,2008,11
17,20645,1,2008,11
19,20602,1,2008,11
23,371,1,2008,11
23,470,1,2008,11
23,1175,1,2008,11
23,2492,1,2008,11
23,3620,1,2008,11
23,7594,1,2008,11
23,9069,1,2008,11
23,15453,1,2008,11
23,18352,1,2008,11
23,19582,1,2008,11
23,23677,1,2008,11
23,29331,1,2008,11
24,2714,1,2008,11
24,9679,1,2008,11
24,12127,1,2008,11
24,19988,1,2008,11
24,48458,1,2008,11
26,336,1,2008,11
26,1658,1,2008,11
27,17329,1,2008,11
30,54190,1,2008,11
31,14466,1,2008,11
36,2321,1,2008,11
36,7599,1,2008,11
36,9296,1,2008,11
40,9027,1,2008,11
40,18861,1,2008,11
40,19948,1,2008,11
40,19958,1,2008,11
41,20643,1,2008,11
42,6327,1,2008,11
42,14714,1,2008,11
42,28302,1,2008,11
44,48,1,2008,11
46,16223,1,2008,11
46,38749,1,2008,11
46,56896,1,2008,11
48,16856,1,2008,11
50,53,1,2008,11
55,957,1,2008,11
55,21234,1,2008,11
55,24105,1,2008,11
56,388,1,2008,11
56,398,1,2008,11
56,575,1,2008,11
56,1724,1,2008,11
56,2368,1,2008,11
56,5577,1,2008,11
56,12236,1,2008,11
56,13571,1,2008,11
56,15879,1,2008,11
56,21666,1,2008,11
56,53155,1,2008,11
57,4788,1,2008,11
57,6072,1,2008,11
57,6366,1,2008,11
57,6374,1,2008,11
57,6870,1,2008,11
57,10233,1,2008,11
57,10239,1,2008,11
57,10242,1,2008,11
57,10245,1,2008,11
57,10250,1,2008,11
57,11717,1,2008,11
57,11726,1,2008,11
57,24801,1,2008,11
57,25483,1,2008,11
57,29480,1,2008,11
60,568,1,2008,11
69,1902,1,2008,11
74,1495,1,2008,11
82,2695,1,2008,11
82,6126,1,2008,11
82,10436,1,2008,11
82,10752,1,2008,11
82,10842,1,2008,11
82,11133,1,2008,11
82,13984,1,2008,11
82,18123,1,2008,11
82,19744,1,2008,11
82,30770,1,2008,11
82,30771,1,2008,11
85,1813,1,2008,11
85,1978,1,2008,11
85,5948,1,2008,11
85,8104,1,2008,11
85,10982,1,2008,11
85,11196,1,2008,11
85,12486,1,2008,11
85,17998,1,2008,11
85,19951,1,2008,11
85,24900,1,2008,11
85,38685,1,2008,11
85,39705,1,2008,11
85,63054,1,2008,11
91,602,1,2008,11
91,803,1,2008,11
94,4293,1,2008,11
98,14466,1,2008,11
101,1181,1,2008,11
106,1194,1,2008,11
107,141,1,2008,11
107,5191,1,2008,11
107,10661,1,2008,11
111,575,1,2008,11
111,7922,1,2008,11
111,20146,1,2008,11
111,26479,1,2008,11
112,16640,1,2008,11
115,1998,1,2008,11
118,20135,1,2008,11
118,20399,1,2008,11
118,27151,1,2008,11
123,5191,1,2008,11
123,9231,1,2008,11
126,3691,1,2008,11
126,11543,1,2008,11
126,17107,1,2008,11
126,20241,1,2008,11
126,31790,1,2008,11
128,19984,1,2008,11
128,24086,1,2008,11
129,3600,1,2008,11
129,12611,1,2008,11
133,3649,1,2008,11
133,5483,1,2008,11
133,15341,1,2008,11
133,15384,1,2008,11
133,15828,1,2008,11
133,24977,1,2008,11
133,27797,1,2008,11
133,30539,1,2008,11
133,36937,1,2008,11
133,36938,1,2008,11
133,36948,1,2008,11
133,36950,1,2008,11
134,35772,1,2008,11
135,14466,1,2008,11
141,14466,1,2008,11
142,13504,1,2008,11
142,27327,1,2008,11
143,14466,1,2008,11
143,39125,1,2008,11
154,1010,1,2008,11
156,6106,1,2008,11
156,24311,1,2008,11
158,786,1,2008,11
158,19273,1,2008,11
159,13426,1,2008,11
159,13504,1,2008,11
159,20417,1,2008,11
159,23696,1,2008,11
159,26167,1,2008,11
161,192,1,2008,11
161,195,1,2008,11
161,203,1,2008,11
164,192,1,2008,11
164,1954,1,2008,11
165,2399,1,2008,11
165,2404,1,2008,11
165,2406,1,2008,11
165,2420,1,2008,11
166,192,1,2008,11
167,177,1,2008,11
177,180,1,2008,11
177,13525,1,2008,11
178,11982,1,2008,11
180,16842,1,2008,11
182,203,1,2008,11
190,603,1,2008,11
190,20423,1,2008,11
190,25935,1,2008,11
190,26792,1,2008,11
191,1192,1,2008,11
192,807,1,2008,11
192,2095,1,2008,11
192,3804,1,2008,11
196,6301,1,2008,11
196,53733,1,2008,11
197,19175,1,2008,11
199,2063,1,2008,11
199,7432,1,2008,11
199,22728,1,2008,11
203,7149,1,2008,11
203,7432,1,2008,11
203,9396,1,2008,11
203,14723,1,2008,11
203,20704,1,2008,11
205,28725,1,2008,11
205,47107,1,2008,11
205,47114,1,2008,11
205,47115,1,2008,11
206,1523,1,2008,11
206,11935,1,2008,11
206,13261,1,2008,11
206,16894,1,2008,11
206,21447,1,2008,11
206,35730,1,2008,11
206,37936,1,2008,11
206,38939,1,2008,11
206,45340,1,2008,11
207,242,1,2008,11
207,360,1,2008,11
207,682,1,2008,11
207,1107,1,2008,11
207,1112,1,2008,11
207,1413,1,2008,11
207,1481,1,2008,11
207,1493,1,2008,11
207,1602,1,2008,11
207,1663,1,2008,11
207,2346,1,2008,11
207,2764,1,2008,11
207,3168,1,2008,11
207,3587,1,2008,11
207,3839,1,2008,11
207,3989,1,2008,11
207,4950,1,2008,11
207,5035,1,2008,11
207,5196,1,2008,11
207,5412,1,2008,11
207,5510,1,2008,11
207,6371,1,2008,11
207,6390,1,2008,11
207,6455,1,2008,11
207,6631,1,2008,11
207,6708,1,2008,11
207,7370,1,2008,11
207,7379,1,2008,11
207,7389,1,2008,11
207,7577,1,2008,11
207,7584,1,2008,11
207,8474,1,2008,11
207,9269,1,2008,11
207,9451,1,2008,11
207,9948,1,2008,11
207,11212,1,2008,11
207,11523,1,2008,11
207,11776,1,2008,11
207,12523,1,2008,11
207,12566,1,2008,11
207,13177,1,2008,11
207,13665,1,2008,11
207,14816,1,2008,11
207,15470,1,2008,11
207,15872,1,2008,11
207,15878,1,2008,11
207,16212,1,2008,11
207,16221,1,2008,11
207,16410,1,2008,11
207,16867,1,2008,11
207,18362,1,2008,11
207,18424,1,2008,11
207,18568,1,2008,11
207,18591,1,2008,11
207,20304,1,2008,11
207,21342,1,2008,11
207,21481,1,2008,11
207,21509,1,2008,11
207,22602,1,2008,11
207,22920,1,2008,11
207,23330,1,2008,11
207,23592,1,2008,11
207,25349,1,2008,11
207,25642,1,2008,11
207,26081,1,2008,11
207,29487,1,2008,11
207,30375,1,2008,11
207,31511,1,2008,11
207,32302,1,2008,11
207,32672,1,2008,11
207,33028,1,2008,11
207,33254,1,2008,11
207,34152,1,2008,11
207,36160,1,2008,11
207,46287,1,2008,11
207,47842,1,2008,11
207,52297,1,2008,11
211,3163,1,2008,11
212,4240,1,2008,11
212,4253,1,2008,11
214,2795,1,2008,11
214,13326,1,2008,11
214,16012,1,2008,11
214,21358,1,2008,11
215,21611,1,2008,11
215,27116,1,2008,11
215,27117,1,2008,11
216,3079,1,2008,11
218,6185,1,2008,11
224,1461,1,2008,11
224,1465,1,2008,11
224,1510,1,2008,11
224,6157,1,2008,11
224,18314,1,2008,11
224,21005,1,2008,11
224,29250,1,2008,11
225,4135,1,2008,11
226,18740,1,2008,11
227,17809,1,2008,11
229,14574,1,2008,11
230,8257,1,2008,11
230,9507,1,2008,11
230,11484,1,2008,11
230,11486,1,2008,11
230,20611,1,2008,11
230,45864,1,2008,11
230,50707,1,2008,11
237,2758,1,2008,11
237,2800,1,2008,11
238,2885,1,2008,11
240,4233,1,2008,11
250,1043,1,2008,11
250,1147,1,2008,11
250,10669,1,2008,11
253,3308,1,2008,11
254,2068,1,2008,11
261,679,1,2008,11
268,25863,1,2008,11
268,29443,1,2008,11
269,21192,1,2008,11
272,9613,1,2008,11
277,4566,1,2008,11
277,8728,1,2008,11
277,28730,1,2008,11
282,290,1,2008,11
286,8231,1,2008,11
288,11669,1,2008,11
290,10755,1,2008,11
292,8097,1,2008,11
292,8171,1,2008,11
292,8174,1,2008,11
294,2530,1,2008,11
294,6901,1,2008,11
294,9790,1,2008,11
294,11431,1,2008,11
294,11910,1,2008,11
296,8161,1,2008,11
296,30338,1,2008,11
297,4078,1,2008,11
297,22451,1,2008,11
299,2553,1,2008,11
299,2563,1,2008,11
299,6280,1,2008,11
299,17668,1,2008,11
299,22021,1,2008,11
299,41846,1,2008,11
299,41847,1,2008,11
301,3768,1,2008,11
301,5615,1,2008,11
301,12340,1,2008,11
301,40358,1,2008,11
302,2455,1,2008,11
302,11191,1,2008,11
307,8184,1,2008,11
309,1658,1,2008,11
309,2056,1,2008,11
309,6400,1,2008,11
309,10717,1,2008,11
309,17803,1,2008,11
309,18062,1,2008,11
309,20600,1,2008,11
309,20601,1,2008,11
309,20603,1,2008,11
310,15767,1,2008,11
310,18220,1,2008,11
310,36347,1,2008,11
310,41433,1,2008,11
310,61285,1,2008,11
312,354,1,2008,11
313,4224,1,2008,11
313,19117,1,2008,11
313,22402,1,2008,11
316,7903,1,2008,11
316,10877,1,2008,11
316,35277,1,2008,11
317,19913,1,2008,11
319,354,1,2008,11
319,29941,1,2008,11
320,1882,1,2008,11
321,31208,1,2008,11
327,31412,1,2008,11
329,2301,1,2008,11
330,18083,1,2008,11
332,15685,1,2008,11
332,29986,1,2008,11
332,38869,1,2008,11
335,770,1,2008,11
335,9120,1,2008,11
335,13356,1,2008,11
335,17329,1,2008,11
335,44411,1,2008,11
336,46893,1,2008,11
342,56623,1,2008,11
343,17984,1,2008,11
343,25523,1,2008,11
343,40958,1,2008,11
343,51427,1,2008,11
346,45954,1,2008,11
350,3875,1,2008,11
351,3574,1,2008,11
351,11038,1,2008,11
351,15198,1,2008,11
351,15625,1,2008,11
351,21914,1,2008,11
351,22930,1,2008,11
351,23050,1,2008,11
351,25029,1,2008,11
351,32797,1,2008,11
351,62077,1,2008,11
353,17466,1,2008,11
354,4003,1,2008,11
354,4004,1,2008,11
354,8426,1,2008,11
354,10686,1,2008,11
354,22386,1,2008,11
354,27690,1,2008,11
354,28489,1,2008,11
354,28495,1,2008,11
354,28497,1,2008,11
354,28498,1,2008,11
359,371,1,2008,11
359,697,1,2008,11
359,4714,1,2008,11
359,10972,1,2008,11
359,12125,1,2008,11
359,13577,1,2008,11
359,18491,1,2008,11
360,368,1,2008,11
360,371,1,2008,11
360,1492,1,2008,11
360,11504,1,2008,11
360,22833,1,2008,11
360,23559,1,2008,11
360,37428,1,2008,11
361,8969,1,2008,11
362,368,1,2008,11
362,770,1,2008,11
362,16808,1,2008,11
362,33518,1,2008,11
362,37291,1,2008,11
364,4114,1,2008,11
364,7594,1,2008,11
364,18815,1,2008,11
364,50539,1,2008,11
364,52707,1,2008,11
364,53906,1,2008,11
364,54376,1,2008,11
365,7343,1,2008,11
365,7845,1,2008,11
365,17194,1,2008,11
365,19225,1,2008,11
366,2685,1,2008,11
366,14294,1,2008,11
366,48657,1,2008,11
368,371,1,2008,11
368,6803,1,2008,11
368,11182,1,2008,11
368,11187,1,2008,11
368,11206,1,2008,11
368,17480,1,2008,11
368,19331,1,2008,11
368,23231,1,2008,11
369,1053,1,2008,11
369,2847,1,2008,11
369,7286,1,2008,11
371,1509,1,2008,11
371,2217,1,2008,11
371,4679,1,2008,11
371,6529,1,2008,11
371,6534,1,2008,11
371,7333,1,2008,11
371,7394,1,2008,11
371,8334,1,2008,11
371,8338,1,2008,11
371,8990,1,2008,11
371,9106,1,2008,11
371,9616,1,2008,11
371,11334,1,2008,11
371,11369,1,2008,11
371,12125,1,2008,11
371,14954,1,2008,11
371,18715,1,2008,11
371,19988,1,2008,11
371,22026,1,2008,11
371,22841,1,2008,11
371,23488,1,2008,11
371,32875,1,2008,11
371,38553,1,2008,11
372,41918,1,2008,11
372,53491,1,2008,11
372,54683,1,2008,11
377,2317,1,2008,11
379,17152,1,2008,11
380,2161,1,2008,11
381,6779,1,2008,11
381,13342,1,2008,11
385,5191,1,2008,11
385,7995,1,2008,11
385,18458,1,2008,11
385,26506,1,2008,11
388,421,1,2008,11
388,575,1,2008,11
388,1847,1,2008,11
388,10306,1,2008,11
389,933,1,2008,11
389,5732,1,2008,11
389,7880,1,2008,11
389,10379,1,2008,11
389,23137,1,2008,11
392,35487,1,2008,11
398,5859,1,2008,11
398,7349,1,2008,11
398,9925,1,2008,11
398,12577,1,2008,11
398,13570,1,2008,11
399,803,1,2008,11
399,54874,1,2008,11
401,577,1,2008,11
402,40969,1,2008,11
403,20081,1,2008,11
403,21234,1,2008,11
403,23237,1,2008,11
403,43375,1,2008,11
405,1300,1,2008,11
405,1445,1,2008,11
406,2161,1,2008,11
408,26194,1,2008,11
414,6101,1,2008,11
416,25076,1,2008,11
418,10507,1,2008,11
418,13586,1,2008,11
418,40888,1,2008,11
420,8502,1,2008,11
420,39722,1,2008,11
420,51610,1,2008,11
421,2040,1,2008,11
422,8695,1,2008,11
422,11155,1,2008,11
422,23698,1,2008,11
422,27243,1,2008,11
422,31720,1,2008,11
423,939,1,2008,11
423,1495,1,2008,11
423,2359,1,2008,11
423,4921,1,2008,11
423,7343,1,2008,11
423,7395,1,2008,11
423,12683,1,2008,11
423,22833,1,2008,11
423,26452,1,2008,11
423,38539,1,2008,11
424,4981,1,2008,11
424,12703,1,2008,11
424,18711,1,2008,11
424,19980,1,2008,11
424,23712,1,2008,11
424,53749,1,2008,11
425,3753,1,2008,11
429,4293,1,2008,11
429,15946,1,2008,11
431,32731,1,2008,11
433,11325,1,2008,11
433,15420,1,2008,11
433,19134,1,2008,11
433,23068,1,2008,11
435,437,1,2008,11
435,19499,1,2008,11
435,22350,1,2008,11
436,12590,1,2008,11
436,17865,1,2008,11
437,594,1,2008,11
437,2271,1,2008,11
437,3642,1,2008,11
437,3982,1,2008,11
437,7644,1,2008,11
437,11814,1,2008,11
437,13499,1,2008,11
437,16534,1,2008,11
437,19115,1,2008,11
441,7573,1,2008,11
441,10154,1,2008,11
441,19212,1,2008,11
441,23396,1,2008,11
441,51036,1,2008,11
445,687,1,2008,11
445,814,1,2008,11
445,6981,1,2008,11
445,15440,1,2008,11
445,15441,1,2008,11
451,6529,1,2008,11
451,9210,1,2008,11
451,10598,1,2008,11
451,11446,1,2008,11
451,19259,1,2008,11
451,21798,1,2008,11
451,37103,1,2008,11
451,38688,1,2008,11
451,38713,1,2008,11
454,903,1,2008,11
455,1140,1,2008,11
464,44994,1,2008,11
465,13346,1,2008,11
465,51407,1,2008,11
466,2068,1,2008,11
466,4878,1,2008,11
466,11987,1,2008,11
466,13433,1,2008,11
466,13512,1,2008,11
468,472,1,2008,11
469,5230,1,2008,11
469,6134,1,2008,11
469,6569,1,2008,11
469,7639,1,2008,11
469,9069,1,2008,11
469,46284,1,2008,11
470,1011,1,2008,11
470,4591,1,2008,11
470,44994,1,2008,11
471,1552,1,2008,11
471,3822,1,2008,11
471,4714,1,2008,11
471,5981,1,2008,11
471,8093,1,2008,11
471,8823,1,2008,11
471,14542,1,2008,11
471,15442,1,2008,11
471,17453,1,2008,11
471,31300,1,2008,11
471,38722,1,2008,11
471,39365,1,2008,11
472,706,1,2008,11
472,1318,1,2008,11
472,2555,1,2008,11
472,6046,1,2008,11
472,7597,1,2008,11
472,8086,1,2008,11
472,13128,1,2008,11
472,13586,1,2008,11
472,19002,1,2008,11
472,63355,1,2008,11
473,39808,1,2008,11
474,706,1,2008,11
474,1300,1,2008,11
474,6577,1,2008,11
474,14774,1,2008,11
474,17079,1,2008,11
474,18989,1,2008,11
474,20033,1,2008,11
476,510,1,2008,11
476,1343,1,2008,11
476,2275,1,2008,11
478,3620,1,2008,11
478,17320,1,2008,11
484,9115,1,2008,11
484,13976,1,2008,11
484,13978,1,2008,11
485,20998,1,2008,11
485,29307,1,2008,11
490,1575,1,2008,11
492,2087,1,2008,11
493,20454,1,2008,11
494,25460,1,2008,11
496,9574,1,2008,11
499,7346,1,2008,11
500,1545,1,2008,11
500,1549,1,2008,11
500,11922,1,2008,11
500,29357,1,2008,11
501,13978,1,2008,11
502,17128,1,2008,11
503,10974,1,2008,11
506,25042,1,2008,11
506,45552,1,2008,11
507,8362,1,2008,11
508,7675,1,2008,11
510,1417,1,2008,11
510,1530,1,2008,11
513,3386,1,2008,11
514,3386,1,2008,11
515,575,1,2008,11
521,524,1,2008,11
521,599,1,2008,11
521,17382,1,2008,11
523,575,1,2008,11
525,6269,1,2008,11
526,18265,1,2008,11
527,2308,1,2008,11
527,13864,1,2008,11
535,19980,1,2008,11
535,29618,1,2008,11
536,2333,1,2008,11
536,14916,1,2008,11
536,25553,1,2008,11
537,34990,1,2008,11
539,4233,1,2008,11
550,5823,1,2008,11
551,4921,1,2008,11
552,1333,1,2008,11
552,1345,1,2008,11
552,4921,1,2008,11
552,10455,1,2008,11
552,10464,1,2008,11
552,10465,1,2008,11
556,1463,1,2008,11
556,1575,1,2008,11
556,7338,1,2008,11
556,9980,1,2008,11
556,10291,1,2008,11
556,22017,1,2008,11
556,22021,1,2008,11
556,22022,1,2008,11
556,22029,1,2008,11
558,11420,1,2008,11
558,22016,1,2008,11
558,42617,1,2008,11
558,42970,1,2008,11
560,1954,1,2008,11
560,1962,1,2008,11
565,2067,1,2008,11
567,1809,1,2008,11
567,1814,1,2008,11
567,5638,1,2008,11
567,56367,1,2008,11
568,1956,1,2008,11
568,46933,1,2008,11
569,762,1,2008,11
569,22091,1,2008,11
569,46042,1,2008,11
569,49118,1,2008,11
572,5375,1,2008,11
572,8012,1,2008,11
573,11684,1,2008,11
575,1936,1,2008,11
575,1996,1,2008,11
575,7341,1,2008,11
575,12232,1,2008,11
581,5867,1,2008,11
581,8104,1,2008,11
582,3414,1,2008,11
590,13703,1,2008,11
592,5185,1,2008,11
592,5570,1,2008,11
592,8664,1,2008,11
592,15282,1,2008,11
592,15335,1,2008,11
592,20418,1,2008,11
593,8409,1,2008,11
593,24986,1,2008,11
594,18037,1,2008,11
594,20478,1,2008,11
594,24993,1,2008,11
595,1243,1,2008,11
596,9125,1,2008,11
597,43108,1,2008,11
598,15214,1,2008,11
599,1088,1,2008,11
599,12121,1,2008,11
602,15288,1,2008,11
602,33074,1,2008,11
603,14121,1,2008,11
603,27647,1,2008,11
606,786,1,2008,11
606,2940,1,2008,11
606,6732,1,2008,11
606,17453,1,2008,11
606,44322,1,2008,11
607,2572,1,2008,11
607,11044,1,2008,11
607,39723,1,2008,11
607,40438,1,2008,11
607,43881,1,2008,11
609,24086,1,2008,11
619,10692,1,2008,11
619,10699,1,2008,11
619,19373,1,2008,11
619,20574,1,2008,11
624,19158,1,2008,11
628,59990,1,2008,11
631,638,1,2008,11
631,648,1,2008,11
631,650,1,2008,11
632,12684,1,2008,11
636,2406,1,2008,11
637,12227,1,2008,11
638,640,1,2008,11
639,1954,1,2008,11
639,2494,1,2008,11
639,2863,1,2008,11
639,4224,1,2008,11
639,4274,1,2008,11
639,5980,1,2008,11
640,1145,1,2008,11
640,15225,1,2008,11
647,11555,1,2008,11
648,11568,1,2008,11
648,32880,1,2008,11
650,27539,1,2008,11
651,48901,1,2008,11
652,4626,1,2008,11
652,28181,1,2008,11
654,9507,1,2008,11
654,24601,1,2008,11
654,35243,1,2008,11
654,44654,1,2008,11
654,45690,1,2008,11
654,46992,1,2008,11
656,2116,1,2008,11
656,4621,1,2008,11
662,2230,1,2008,11
669,4657,1,2008,11
678,682,1,2008,11
678,709,1,2008,11
679,702,1,2008,11
679,6260,1,2008,11
680,19204,1,2008,11
682,3100,1,2008,11
682,7687,1,2008,11
682,7689,1,2008,11
682,7731,1,2008,11
682,7733,1,2008,11
684,4617,1,2008,11
684,5343,1,2008,11
684,12291,1,2008,11
686,14799,1,2008,11
686,14801,1,2008,11
688,1135,1,2008,11
696,24900,1,2008,11
696,30751,1,2008,11
697,842,1,2008,11
697,2413,1,2008,11
697,20708,1,2008,11
697,30760,1,2008,11
697,35143,1,2008,11
697,35310,1,2008,11
697,42080,1,2008,11
700,7748,1,2008,11
700,20699,1,2008,11
703,23175,1,2008,11
704,24791,1,2008,11
706,5715,1,2008,11
706,7411,1,2008,11
706,17661,1,2008,11
706,22725,1,2008,11
706,26624,1,2008,11
710,10809,1,2008,11
713,721,1,2008,11
715,12141,1,2008,11
716,8749,1,2008,11
716,13028,1,2008,11
716,21265,1,2008,11
717,21291,1,2008,11
721,15757,1,2008,11
721,23134,1,2008,11
723,21249,1,2008,11
727,20450,1,2008,11
728,36156,1,2008,11
729,2872,1,2008,11
730,13311,1,2008,11
730,13648,1,2008,11
730,16435,1,2008,11
730,23050,1,2008,11
730,34145,1,2008,11
735,976,1,2008,11
736,969,1,2008,11
736,1008,1,2008,11
736,15828,1,2008,11
742,6418,1,2008,11
749,1082,1,2008,11
749,1099,1,2008,11
749,1104,1,2008,11
749,1108,1,2008,11
749,1114,1,2008,11
750,4074,1,2008,11
752,7967,1,2008,11
754,51074,1,2008,11
762,1698,1,2008,11
762,8884,1,2008,11
762,9515,1,2008,11
762,45194,1,2008,11
765,44741,1,2008,11
766,768,1,2008,11
766,771,1,2008,11
766,1698,1,2008,11
766,5234,1,2008,11
766,9067,1,2008,11
766,9102,1,2008,11
766,9515,1,2008,11
766,9517,1,2008,11
766,26558,1,2008,11
766,44955,1,2008,11
767,6400,1,2008,11
767,31499,1,2008,11
767,31500,1,2008,11
767,38995,1,2008,11
767,41184,1,2008,11
768,1822,1,2008,11
768,7104,1,2008,11
770,38518,1,2008,11
771,9515,1,2008,11
771,9516,1,2008,11
786,12610,1,2008,11
786,20402,1,2008,11
786,25044,1,2008,11
789,28202,1,2008,11
793,7046,1,2008,11
793,13485,1,2008,11
794,36568,1,2008,11
795,1201,1,2008,11
800,11871,1,2008,11
800,13573,1,2008,11
800,23506,1,2008,11
801,25044,1,2008,11
803,16995,1,2008,11
803,25044,1,2008,11
807,1051,1,2008,11
807,1413,1,2008,11
807,1438,1,2008,11
807,2406,1,2008,11
807,2429,1,2008,11
807,2447,1,2008,11
807,3308,1,2008,11
807,7601,1,2008,11
807,13135,1,2008,11
807,14830,1,2008,11
807,16410,1,2008,11
811,6604,1,2008,11
812,824,1,2008,11
814,1649,1,2008,11
814,2056,1,2008,11
814,4223,1,2008,11
816,28235,1,2008,11
816,28443,1,2008,11
817,24970,1,2008,11
818,25380,1,2008,11
818,28973,1,2008,11
819,31072,1,2008,11
819,34606,1,2008,11
819,34933,1,2008,11
819,36946,1,2008,11
819,41180,1,2008,11
823,7569,1,2008,11
823,7599,1,2008,11
823,34933,1,2008,11
823,35305,1,2008,11
823,41175,1,2008,11
824,3025,1,2008,11
824,4876,1,2008,11
824,6692,1,2008,11
824,9111,1,2008,11
824,21065,1,2008,11
824,24715,1,2008,11
824,37342,1,2008,11
824,38720,1,2008,11
824,46385,1,2008,11
824,56596,1,2008,11
825,24373,1,2008,11
827,9904,1,2008,11
827,53353,1,2008,11
830,22277,1,2008,11
830,22285,1,2008,11
830,24373,1,2008,11
831,3659,1,2008,11
831,5187,1,2008,11
831,16723,1,2008,11
831,24373,1,2008,11
831,26935,1,2008,11
831,39327,1,2008,11
832,20406,1,2008,11
832,24970,1,2008,11
832,26880,1,2008,11
833,19140,1,2008,11
833,19413,1,2008,11
833,23860,1,2008,11
833,25299,1,2008,11
833,31259,1,2008,11
834,7569,1,2008,11
834,8966,1,2008,11
834,9548,1,2008,11
834,11814,1,2008,11
834,13425,1,2008,11
834,15347,1,2008,11
834,19421,1,2008,11
834,19524,1,2008,11
834,19768,1,2008,11
834,19779,1,2008,11
834,22304,1,2008,11
834,24875,1,2008,11
834,25665,1,2008,11
834,26199,1,2008,11
834,26950,1,2008,11
834,27126,1,2008,11
834,28869,1,2008,11
834,28989,1,2008,11
834,29164,1,2008,11
834,29812,1,2008,11
834,30920,1,2008,11
834,31827,1,2008,11
834,32003,1,2008,11
834,32582,1,2008,11
834,33835,1,2008,11
834,33844,1,2008,11
834,34448,1,2008,11
834,34606,1,2008,11
834,34840,1,2008,11
834,34933,1,2008,11
834,40079,1,2008,11
834,41178,1,2008,11
834,63513,1,2008,11
841,1835,1,2008,11
841,2372,1,2008,11
841,5538,1,2008,11
841,7609,1,2008,11
841,10274,1,2008,11
843,1678,1,2008,11
845,10654,1,2008,11
845,14719,1,2008,11
846,42223,1,2008,11
849,1509,1,2008,11
849,2431,1,2008,11
849,3150,1,2008,11
849,3587,1,2008,11
849,3837,1,2008,11
849,3936,1,2008,11
849,4262,1,2008,11
849,6046,1,2008,11
849,8253,1,2008,11
849,9287,1,2008,11
849,9303,1,2008,11
849,15453,1,2008,11
849,44548,1,2008,11
849,49056,1,2008,11
849,50534,1,2008,11
849,55051,1,2008,11
849,56863,1,2008,11
851,15559,1,2008,11
853,2810,1,2008,11
853,35744,1,2008,11
854,7663,1,2008,11
860,13065,1,2008,11
869,10397,1,2008,11
871,21030,1,2008,11
877,2529,1,2008,11
877,5191,1,2008,11
877,18605,1,2008,11
877,22595,1,2008,11
881,889,1,2008,11
881,22072,1,2008,11
881,24349,1,2008,11
884,9779,1,2008,11
885,16016,1,2008,11
889,18044,1,2008,11
889,24565,1,2008,11
889,25779,1,2008,11
891,25867,1,2008,11
894,24565,1,2008,11
896,6374,1,2008,11
898,914,1,2008,11
898,26320,1,2008,11
898,26321,1,2008,11
903,1096,1,2008,11
903,2529,1,2008,11
903,6017,1,2008,11
903,14386,1,2008,11
903,27146,1,2008,11
903,27148,1,2008,11
904,14030,1,2008,11
904,27517,1,2008,11
908,13622,1,2008,11
908,17194,1,2008,11
910,6085,1,2008,11
913,19609,1,2008,11
914,23541,1,2008,11
914,23542,1,2008,11
914,23559,1,2008,11
914,30195,1,2008,11
918,20684,1,2008,11
918,24565,1,2008,11
919,3154,1,2008,11
919,23271,1,2008,11
920,12084,1,2008,11
920,16767,1,2008,11
